GENEID	Length
FBTI0061209	298
FBGN0267792	4244
FBGN0034894	2160
FBGN0000633	5978
FBGN0033350	1220
FBGN0033954	1177
FBGN0014877	1065
FBGN0262843	455
FBGN0033551	1583
FBTI0061874	557
FBGN0265373	2003
FBGN0265834	629
FBTI0061771	134
FBGN0262114	4457
FBGN0286876	456
FBTI0018979	816
FBGN0050067	728
FBGN0263850	1239
FBGN0260477	822
FBGN0283437	2338
FBGN0033729	1056
FBGN0263998	7757
FBGN0053505	1690
FBTI0019957	5021
FBGN0263742	907
FBTI0063090	996
FBTI0018861	7494
FBTI0063051	350
FBGN0034219	1930
FBTI0063121	74
FBGN0034202	1783
FBTI0018930	353
FBGN0025186	3008
FBGN0034486	753
FBGN0034795	4682
FBGN0033208	558
FBGN0033607	3035
FBGN0034097	708
FBGN0034468	547
FBTI0018890	1250
FBTR0472802_DF_NRG	20
FBGN0262408	69
FBGN0034651	1146
FBGN0266007	201
FBGN0041233	1200
FBGN0034237	2682
FBTR0304241_DF_NRG	22
FBGN0053433	135
FBTI0063728	1116
FBGN0286783	2300
FBTI0062276	476
FBGN0286726	138
RR41953_TRANSPOSABLE_ELEMENT	4705
FBGN0025352	1593
FBGN0033169	2122
FBGN0034105	1317
FBTI0019269	2427
FBGN0011871	71
FBTI0061342	320
FBGN0050454	72
FBTI0061898	2302
FBTI0062458	3616
FBGN0265863	601
FBGN0010397	2450
FBGN0010278	2507
FBTI0019884	489
FBGN0263515	108
FBGN0025583	367
FBTI0062561	33
FBGN0034936	1354
FBGN0016970	820
FBGN0265667	601
FBGN0026309	2314
FBGN0034946	1929
FBGN0050359	2102
FBGN0025578	394
FBGN0034221	1700
FBGN0283462	1160
FBGN0033446	1443
FBGN0263934	5992
FBGN0264379	350
FBGN0266847	620
FBGN0033569	2481
FBTI0060309	1238
FBTI0062431	47
FBTI0060613	163
FBGN0262116	1160
FBGN0033571	1030
FBGN0069913	1497
FBTI0060796	768
FBGN0061435	573
FBTI0061742	351
FBTI0062338	230
FBGN0260959	3754
FBTI0061648	91
FBTI0060290	105
FBGN0004580	2754
FBGN0013770	2066
FBTI0063767	435
FBGN0000448	10465
FBGN0085460	2551
RR41949_TRANSPOSABLE_ELEMENT	1728
FBTI0062335	1687
FBGN0083936	306
FBGN0266083	7287
FBGN0053452	135
FBTI0060906	1050
FBGN0034402	1120
FBGN0265976	501
FBTI0063255	206
FBGN0261853	599
FBGN0034046	5130
FBGN0033990	1421
FBGN0033696	1989
FBGN0033791	6020
FBGN0267954	734
FBGN0053225	1095
FBTI0061211	80
FBGN0287215	1158
FBGN0261705	3453
FBGN0262964	777
FBGN0265003	5329
FBTI0061057	311
FBTI0061289	77
FBGN0033775	1617
FBGN0033476	4866
FBGN0063384	86
FBGN0033222	692
FBTI0060662	161
FBGN0265509	801
FBGN0000352	4763
FBGN0034141	1897
FBTI0061348	324
FBGN0034454	1070
FBTI0018920	1275
FBGN0033158	1554
FBGN0265364	1222
FBTI0061213	343
FBGN0284246	1778
FBGN0034283	600
FBTI0019937	441
FBTI0063005	1225
FBGN0033127	1347
FBGN0053538	73
FBGN0023143	4343
FBGN0034706	1664
FBGN0033891	1336
FBGN0040093	1105
FBGN0050009	2450
FBGN0033527	701
FBTI0059869	105
FBGN0034639	1143
FBTI0063284	71
FBGN0050155	72
FBGN0264329	351
FBTI0063147	2283
FBGN0050413	526
FBTI0064288	41
FBGN0050417	843
FBTI0064254	161
FBGN0085474	527
FBGN0027073	1754
FBGN0283450	720
FBGN0259726	2320
FBGN0033547	1200
FBTR0304419_DF_NRG	22
FBGN0262571	553
FBGN0050055	2058
FBTI0019916	1199
FBGN0263376	1665
FBGN0034416	1536
FBTI0018862	7494
FBGN0034736	1955
FBTI0060871	4283
FBTR0309692_DF_NRG	22
FBGN0266818	2095
FBGN0266925	1427
FBTR0309603_DF_NRG	22
FBGN0284080	707
FBGN0034183	1790
FBTI0060925	2930
FBGN0053412	135
FBGN0034440	2824
FBGN0284238	666
FBGN0053387	135
FBTI0060054	33
FBGN0063383	88
FBTI0062277	110
FBGN0262124	4520
FBGN0060296	3041
FBGN0275436	1526
FBTI0060946	272
FBGN0034350	2533
FBGN0034432	2274
FBGN0033243	1093
FBTI0063837	301
FBGN0050053	1088
FBTI0019973	1633
FBGN0024294	1294
FBGN0053461	864
FBTI0060572	223
FBGN0033927	1348
FBGN0026369	4621
FBGN0053405	134
FBGN0010591	2163
FBGN0015929	3071
FBGN0015721	2523
FBGN0013726	3027
FBGN0034405	1926
FBGN0033789	511
FBTI0061765	84
FBGN0029154	4198
FBTI0062300	1608
FBGN0266708	1483
FBGN0266805	7420
FBGN0265512	3016
FBGN0033139	848
FBGN0265427	629
FBTI0062434	282
FBGN0034137	2637
FBGN0021979	2411
FBGN0034897	4760
FBGN0085214	450
FBGN0262416	92
FBTI0061201	76
FBGN0034058	956
FBTI0060546	339
FBGN0283494	1065
FBGN0033258	1693
FBTI0060406	1854
FBGN0262511	4023
FBTI0063814	117
FBGN0262407	63
FBGN0033624	612
FBGN0264377	444
FBGN0039969	928
FBTI0060412	244
FBGN0265847	352
FBGN0034160	938
FBGN0050371	1258
FBGN0033614	611
FBGN0265538	175
FBGN0261538	2791
FBGN0040743	447
FBTI0018993	3244
FBGN0265144	300
FBTI0060978	117
FBGN0034758	2577
FBTI0059972	1958
FBGN0033421	5704
FBTI0061681	217
FBGN0010434	6043
FBGN0262141	438
FBTI0061845	1337
FBGN0259209	2839
FBGN0033972	1186
FBGN0053371	137
FBTR0304435_DF_NRG	27
FBTI0063985	620
FBGN0034928	1348
FBGN0034389	4898
FBTI0061261	717
FBTI0060402	232
FBGN0034281	711
FBGN0265589	281
FBTI0059685	1637
FBTI0063854	495
FBGN0086659	154
FBGN0026573	6170
FBTI0060888	2078
FBTI0061203	287
FBGN0034878	2987
FBGN0034729	1190
FBGN0033113	1704
FBTI0064253	36
FBTI0063717	394
FBGN0033240	1591
FBGN0034301	4100
FBTI0019935	384
FBGN0034300	5450
FBGN0266129	5416
FBTI0061238	131
FBTI0062281	128
FBGN0050076	1829
FBTI0063241	264
FBTI0063179	89
FBGN0265304	332
FBGN0266860	520
FBTI0062503	362
FBTI0060361	163
FBGN0046879	972
FBGN0033792	4040
FBGN0035042	994
FBTI0063128	1156
FBGN0034092	516
FBGN0034121	3556
FBTI0061872	478
FBGN0034548	1604
FBGN0050238	72
FBGN0034345	2420
FBGN0265835	351
FBGN0034106	3684
FBGN0263113	4255
FBGN0033581	2378
FBTI0063047	372
FBGN0265654	831
FBGN0286873	238
FBGN0033876	2710
FBGN0053422	135
FBGN0040726	3598
FBGN0053357	135
FBGN0265860	201
FBGN0033659	2028
FBGN0033826	1011
FBGN0050110	2052
FBGN0265639	501
FBTI0063122	210
FBGN0034031	3669
FBGN0033540	2538
FBTI0059871	124
FBTI0061157	268
FBGN0085213	715
FBGN0033405	7700
FBGN0265963	701
FBGN0003091	5739
FBGN0033851	1072
FBGN0050502	1399
FBGN0034664	788
FBTI0060973	1169
FBGN0262098	783
FBGN0261429	2652
FBGN0085242	518
FBTI0019963	537
FBGN0050035	3375
FBTI0064029	144
FBTI0062407	352
FBTI0063984	452
FBTI0061775	376
FBGN0033949	1058
FBGN0027535	3608
FBTI0063070	2086
FBGN0034814	1460
FBTI0062393	168
FBTI0063267	68
FBGN0033458	2115
FBGN0085263	616
FBGN0267990	367
FBGN0004055	4114
FBTI0063699	49
FBTI0019000	7367
FBGN0063496	839
FBGN0082935	84
FBGN0034646	1189
FBGN0085425	4420
FBGN0034474	495
FBGN0027066	2715
FBGN0035022	602
FBGN0053200	759
FBTI0062523	532
FBTI0062357	1490
FBTI0062617	43
FBGN0034513	1626
FBGN0034866	1399
FBTI0063709	444
FBGN0263659	10400
FBTI0061183	295
FBGN0034842	1107
FBGN0040005	1680
FBGN0041582	4407
FBGN0063492	1122
FBGN0034279	2073
FBGN0034154	751
FBGN0033309	2004
FBTI0063190	49
FBGN0033603	2198
FBTI0061323	183
FBTI0019008	1912
FBGN0035010	3725
FBGN0265299	372
FBGN0015300	908
FBGN0053470	1159
FBGN0266813	552
FBGN0033702	2130
FBTI0061423	177
FBTI0018901	4301
FBGN0264298	2959
FBGN0027590	1398
FBGN0263656	441
FBGN0010531	977
FBGN0034783	1543
FBGN0033889	5412
FBGN0034139	1449
FBGN0033033	3462
FBGN0033716	1406
FBGN0086669	144
FBGN0050467	1782
FBGN0035047	2008
FBGN0014020	2385
FBTI0061199	1807
FBGN0034558	947
FBGN0034294	1802
FBTI0062306	411
FBGN0033518	856
FBGN0261067	588
FBGN0082972	132
FBGN0010415	4202
FBTI0061293	148
FBTR0309613_DF_NRG	21
FBTI0018937	2079
FBGN0033793	997
FBGN0261581	928
FBGN0033048	2807
FBGN0034096	579
FBTI0019972	5477
FBGN0026238	2252
FBGN0023477	1116
FBGN0003748	4369
FBTI0059995	57
FBGN0041087	2211
FBGN0035041	2896
FBGN0034479	3178
FBGN0050293	1648
FBTI0060861	166
FBGN0263780	3398
FBGN0034045	3432
FBGN0026261	981
FBGN0028382	986
FBGN0264753	7035
FBGN0286890	605
FBGN0033429	551
FBGN0033904	1064
FBGN0016701	1316
FBGN0266040	201
FBGN0260768	873
FBGN0034768	689
FBGN0034400	8544
FBGN0086021	99
FBGN0287216	913
FBGN0022987	4432
FBGN0034180	4704
FBGN0034447	2585
FBGN0034948	1597
FBGN0033115	1419
FBGN0265765	1201
FBTR0472804_DF_NRG	23
FBTI0063154	160
FBGN0033041	1280
FBGN0085220	647
FBGN0034893	783
FBGN0034215	1392
FBTR0472750_DF_NRG	22
FBGN0034023	1800
FBGN0262385	88
FBTI0061265	353
FBTI0019022	8305
FBGN0035057	1451
FBTI0061895	1826
FBGN0265857	301
FBGN0260398	1970
FBGN0034084	1148
FBGN0264539	288
FBGN0025878	1977
FBTI0063259	138
FBTI0063760	62
FBGN0033544	2663
FBGN0250868	433
FBGN0033287	1070
FBGN0020279	6258
FBGN0033865	1427
FBGN0262988	445
FBGN0033753	1940
FBTI0059886	48
FBGN0034968	1154
FBGN0050379	888
FBTI0061161	175
FBTI0018958	5019
FBGN0054021	760
FBTI0060278	205
FBTI0062540	262
FBGN0034731	3849
FBGN0286782	6637
FBGN0265051	550
FBGN0050249	72
FBTI0018907	1288
FBTI0061001	333
FBTI0062430	200
FBGN0011556	947
FBGN0021872	2142
FBTI0063211	1007
FBTI0061690	109
FBTI0064009	217
FBGN0283510	2992
FBGN0013763	1811
FBTI0019007	5039
FBGN0003071	4377
FBGN0266630	7115
FBTI0061631	1100
FBGN0034067	2342
FBGN0034456	1436
FBGN0016053	1212
FBGN0011888	73
FBGN0265649	401
FBGN0034521	2822
FBTI0064246	80
FBTR0472801_DF_NRG	22
FBTI0060381	2038
FBTI0064295	204
FBTI0018887	278
FBGN0262565	802
FBGN0034156	2126
FBGN0034033	735
FBGN0262819	664
FBTI0064284	107
FBGN0053752	558
FBGN0260799	2685
FBGN0259727	2259
FBTI0060575	75
FBGN0034997	4038
FBTI0064056	273
FBTI0019036	2173
FBGN0033981	1631
FBGN0033233	2022
FBTI0060407	47
FBGN0013954	633
FBTI0064051	96
FBGN0034269	2740
FBTI0019267	382
FBTI0061565	145
FBTI0019006	1495
FBTI0061799	64
FBTI0060542	40
FBGN0003527	1171
FBGN0016641	5069
FBGN0262690	1495
FBGN0033199	1479
FBGN0034511	515
FBGN0033494	3875
FBGN0053402	135
FBGN0033871	662
FBGN0034435	3245
FBTI0019968	1713
FBGN0050409	899
FBGN0264714	701
FBGN0034021	2614
RR48373_TRANSPOSABLE_ELEMENT	7354
FBGN0265660	727
FBGN0033283	935
FBGN0050026	821
FBGN0261614	488
FBGN0033654	3104
FBGN0266711	654
FBTI0018879	137
FBGN0082952	76
FBGN0263743	676
FBTI0061126	341
FBGN0266645	602
FBGN0261587	818
FBTI0061403	353
FBGN0033087	3054
FBTI0063197	231
FBGN0041235	1194
FBGN0033294	1786
FBGN0004839	4769
FBTI0061736	1099
FBGN0259967	820
FBGN0034165	794
FBGN0061359	1976
FBTI0061160	5488
FBGN0033241	1750
FBTI0061491	159
FBTI0061093	91
FBTI0063067	54
FBGN0034598	4662
FBGN0262820	1016
FBGN0040736	769
FBTI0061745	137
FBGN0014028	1219
FBGN0033363	1824
FBTI0060922	449
FBTI0061746	71
FBTI0060923	2553
FBGN0266634	1673
FBGN0262817	795
FBTI0060524	310
FBGN0027872	1382
FBGN0050481	829
FBGN0002736	1103
FBGN0035070	1207
FBGN0033081	1061
FBGN0027513	1432
FBTI0061738	1060
FBGN0033366	2008
FBGN0039993	1394
FBGN0085428	6586
FBGN0050209	72
FBTI0062599	76
FBGN0033372	2527
FBGN0015544	1825
FBGN0053469	651
FBGN0034054	1472
FBGN0287212	348
FBGN0263483	136
FBGN0010357	1071
FBTI0061234	76
FBGN0033593	450
FBGN0033969	2059
FBTI0063704	249
FBGN0266926	1154
FBGN0003460	2786
FBGN0034304	3315
FBTI0061718	4777
FBGN0265308	603
FBGN0033110	2198
FBTI0061649	296
FBGN0265096	1199
FBGN0050094	675
FBGN0034770	729
FBTI0061282	1096
FBGN0034853	4537
FBGN0033998	4746
FBGN0053087	15786
FBGN0011881	74
FBGN0011554	911
FBGN0033912	865
FBGN0265300	901
FBGN0261973	98
FBTI0019012	1148
FBGN0053138	2322
FBTI0064289	42
FBGN0262115	2454
FBGN0265192	2451
FBGN0261706	1114
FBGN0265854	1400
FBGN0264510	1258
FBGN0034661	1510
FBGN0265511	801
FBGN0050468	1800
FBGN0050285	575
FBGN0034634	2179
FBGN0033993	2000
FBTI0061162	292
FBTR0309602_DF_NRG	22
FBGN0050048	4133
FBGN0025373	1465
FBGN0050372	5112
FBGN0261686	630
FBGN0033391	3003
FBTI0019042	7602
RR48327_TRANSPOSABLE_ELEMENT	11421
FBTI0063167	45
FBGN0034658	569
FBGN0033326	1836
FBGN0033906	1576
FBGN0033330	1141
FBGN0033928	902
FBGN0033679	1708
FBGN0265653	690
FBTI0019279	1105
FBTI0019032	371
FBGN0264716	300
FBGN0033348	2119
FBGN0053432	135
FBTI0061776	940
FBGN0016047	5235
FBGN0035036	2248
FBGN0034688	1776
FBGN0034478	554
FBTI0062399	241
FBGN0034945	1070
FBGN0034573	1853
FBGN0265978	447
FBGN0034322	788
FBGN0034718	3391
FBTI0060051	379
FBGN0033809	2178
FBGN0033340	377
FBTI0059691	14127
FBTI0061511	762
FBTI0061833	96
FBGN0033252	5960
FBTI0060275	10001
FBGN0262026	2131
FBGN0085225	510
FBTI0060943	32
FBTI0061091	66
FBGN0050429	1060
FBGN0034674	2785
FBGN0034420	4805
FBGN0264327	871
FBGN0014009	1712
FBGN0083988	91
FBTI0061791	236
FBTI0059770	7616
FBGN0267957	733
FBTI0061842	80
FBGN0043536	1488
FBGN0003900	2388
FBGN0085390	6968
FBGN0267002	8066
FBTI0062359	549
FBTI0060326	80
FBTI0060852	1446
FBGN0034284	501
FBGN0050449	72
FBGN0262970	1265
FBGN0085249	2387
FBGN0033687	763
FBGN0085472	790
FBGN0033000	1289
FBGN0010409	635
FBGN0034035	1562
FBGN0265702	755
FBGN0034988	1530
FBGN0043533	528
FBGN0283508	3471
FBTI0064031	54
FBTI0063148	4662
FBGN0000008	5414
FBGN0034735	2099
FBGN0262447	63
FBTI0064127	89
FBGN0050108	552
FBGN0033697	1694
FBTI0018924	492
FBGN0033225	1961
FBGN0023181	1615
FBGN0063380	67
FBGN0266518	1417
FBGN0013765	6196
FBGN0035005	1340
FBGN0034528	2460
FBGN0033265	2037
FBTI0019932	2295
FBGN0034085	4589
FBTI0060125	53
FBTI0062505	103
FBTI0060832	847
FBTR0304195_DF_NRG	22
FBTI0064083	63
FBGN0265046	491
FBGN0033890	2956
FBGN0024754	1830
FBGN0028953	4345
FBGN0034323	607
FBGN0263482	171
FBGN0011824	957
FBGN0033060	1075
FBGN0265645	721
FBGN0034877	593
FBGN0034734	8425
FBGN0020521	3600
FBGN0053363	144
FBGN0033788	2562
FBGN0034585	2319
FBGN0262372	69
FBGN0262478	795
FBGN0082927	82
FBGN0050390	1177
FBTI0061340	211
FBTI0062562	64
FBGN0034503	963
FBGN0033683	630
FBGN0260474	1572
FBGN0033794	2778
FBGN0033260	3409
RR48532_TRANSPOSABLE_ELEMENT	5146
FBTR0304273_DF_NRG	21
FBGN0260932	1295
FBGN0265176	494
FBTI0060983	2141
FBGN0266787	511
FBGN0033601	634
FBTI0062508	713
FBGN0050044	2184
FBGN0267024	1157
FBTI0060541	149
FBGN0033913	3961
FBGN0050240	72
FBTI0061827	8363
FBGN0033542	2003
FBTI0060055	176
FBTI0060419	344
FBTI0064274	602
FBGN0034423	2332
FBGN0033177	3499
FBGN0034560	1098
FBGN0067905	223
FBGN0033669	1404
FBGN0033958	4422
FBGN0033701	386
FBGN0050418	2817
FBGN0034959	1639
FBTI0062493	535
FBTI0063149	434
FBGN0026316	999
FBGN0026384	1140
FBGN0266045	1468
FBGN0040733	198
FBGN0082922	162
FBGN0259185	1774
FBGN0011933	74
FBGN0259966	538
FBGN0263770	452
FBGN0050393	1216
FBGN0041205	1421
FBGN0011746	2611
FBTI0061740	1035
FBGN0265145	1546
FBTI0060031	43
FBGN0263709	492
FBGN0266865	771
FBGN0264957	849
FBGN0265699	4982
FBGN0028955	1905
FBTI0019020	1746
FBTI0061283	109
FBGN0261632	337
FBGN0053366	135
FBGN0035032	615
FBGN0263029	746
FBGN0259878	3561
FBGN0034759	2577
FBGN0266637	1188
FBGN0053383	135
FBTI0060641	103
FBGN0034592	732
FBGN0266863	1161
FBGN0086676	3656
FBGN0050047	2809
FBTI0063983	121
FBGN0250822	584
FBGN0033973	2074
FBGN0267589	414
FBGN0000606	1406
FBTI0063057	64
FBGN0265851	801
FBGN0284243	1869
FBTI0019017	428
FBGN0053407	135
FBGN0053364	135
FBGN0034255	371
FBGN0033485	948
FBTI0061769	154
FBGN0034229	1533
FBGN0035088	1006
FBGN0034263	1043
FBGN0050362	1139
FBGN0085246	738
FBGN0033798	586
FBGN0001269	5919
FBGN0011868	71
FBTI0061531	193
FBTI0018876	127
FBGN0026403	4816
FBGN0265097	432
FBTI0063186	41
FBGN0000326	1844
FBGN0035083	1593
FBGN0262564	1024
FBGN0034251	2143
FBTI0062317	502
FBTI0062616	38
FBGN0034914	1586
FBGN0033538	3970
FBGN0263395	5143
FBTI0059771	1026
FBTI0064145	69
FBGN0053539	72
FBTI0063143	70
FBGN0265878	966
FBGN0011589	5351
FBGN0050416	1852
FBGN0263741	1023
FBTR0472705_DF_NRG	24
FBGN0035087	3420
FBGN0260972	1544
FBTI0018965	7413
FBGN0050385	1695
FBGN0261373	809
FBTI0062404	40
FBGN0033062	3847
FBGN0085436	10916
FBTI0060566	505
FBTI0064151	43
FBGN0033773	1340
FBTR0472704_DF_NRG	22
FBGN0266849	1801
FBGN0034990	4562
FBGN0033827	1914
FBGN0033541	943
FBGN0050339	1023
FBGN0034249	3791
FBGN0033706	1296
FBGN0261477	3081
FBGN0263337	704
FBGN0034657	2915
FBGN0034542	2874
FBTI0062372	117
FBGN0266810	3542
FBGN0263848	615
FBTR0445466_DF_NRG	21
FBGN0033055	2198
FBGN0028738	755
FBGN0265095	300
FBGN0033203	1381
FBTI0061876	804
FBGN0033205	1210
FBGN0284235	6172
FBGN0053385	135
FBGN0033261	1352
FBTI0062614	158
FBGN0261584	2918
FBGN0028372	2612
FBGN0033164	676
FBGN0050148	1064
FBTI0061462	1441
FBGN0033608	816
FBTI0063210	2036
FBTI0019924	1751
FBGN0053445	135
FBGN0033543	1357
FBTI0059659	7637
FBGN0053368	135
FBTR0304461_DF_NRG	21
FBGN0033713	3652
FBGN0266723	666
FBTI0061266	389
FBGN0084049	531
FBGN0034230	2992
FBGN0034942	917
FBGN0265272	670
FBGN0287602	8441
FBGN0262965	455
FBTI0062341	272
FBGN0265180	2299
FBTI0018953	433
FBGN0262123	2971
FBTI0061820	7440
FBGN0034362	783
FBGN0033787	2043
FBGN0033471	1526
FBGN0034261	3677
FBGN0050431	1849
FBGN0082931	91
FBGN0034518	1631
FBGN0264297	2959
FBTI0019271	350
FBTI0063054	970
FBGN0053425	135
FBGN0262902	1392
FBGN0265656	201
FBTI0061107	97
FBTI0063264	37
FBGN0011260	4171
FBGN0082951	100
FBGN0033868	2122
FBGN0043532	1026
FBGN0284436	1904
FBGN0034821	1384
FBGN0015714	1727
FBGN0020306	13020
FBTI0019030	8182
FBTI0019889	87
FBGN0033808	988
FBGN0033248	1001
FBGN0053408	135
FBGN0002716	2300
FBTI0059675	355
FBTI0019920	1131
FBGN0265058	925
FBTI0019969	6202
FBGN0053403	135
FBGN0033268	1076
FBGN0085399	4425
FBGN0020617	3267
FBGN0266764	263
FBGN0033426	2060
FBGN0033397	1667
FBGN0263270	575
FBGN0265852	401
FBGN0050469	1791
FBGN0264330	238
FBGN0085218	482
FBGN0265344	299
FBTI0061663	659
FBGN0040505	9730
FBGN0033932	2475
FBGN0034205	1904
FBGN0033402	3613
FBGN0033744	3278
FBGN0040491	1038
FBTI0063741	37
FBGN0040751	379
FBGN0263557	107
FBGN0261823	7167
FBGN0033899	1475
FBGN0021814	1173
RR49603_TRANSPOSABLE_ELEMENT	4726
FBTI0059813	271
FBTI0063205	68
FBGN0034455	1527
FBGN0034266	3222
FBGN0050160	844
FBGN0014870	5690
FBGN0266574	72
FBTI0062602	262
FBTI0063119	1535
FBTI0061527	412
FBGN0265977	1742
FBGN0020764	1842
FBTI0060400	50
FBGN0262427	58
FBGN0000337	1790
FBTI0019900	7650
FBGN0033661	16988
FBGN0034151	1298
FBGN0050395	2870
FBGN0040653	767
FBTI0060599	2179
FBTI0018883	6413
FBGN0053358	135
FBGN0034838	1219
FBGN0263697	1481
FBGN0262316	100
FBGN0261989	2101
FBGN0053401	135
FBGN0034496	2708
FBTI0060869	248
FBGN0263084	338
FBGN0033907	546
FBTI0018985	5014
FBTI0020003	343
FBGN0085426	4659
FBGN0004400	1570
FBTR0304293_DF_NRG	22
FBGN0033564	2953
FBGN0034381	1867
FBGN0046999	672
FBTI0060616	1485
FBGN0033710	2830
FBTI0060147	276
FBTI0061312	2000
FBGN0262888	718
FBTI0063682	52
FBGN0263464	136
FBTI0019274	328
FBTI0060868	3267
FBGN0085732	1791
FBTI0063718	49
FBGN0085487	857
FBGN0085419	4909
FBGN0033588	471
FBTI0060621	421
FBGN0034295	1221
FBGN0265496	2633
FBGN0033378	691
FBGN0265849	451
FBGN0050267	1494
FBGN0033047	2266
FBGN0033813	1020
FBTI0063745	45
FBGN0053406	135
FBGN0011934	74
FBTI0061056	53
FBTI0064272	83
FBGN0050241	82
FBGN0024732	2153
FBTR0472752_DF_NRG	23
FBGN0019949	1476
FBGN0015038	1752
FBTI0060792	4357
FBTI0061621	101
FBTR0309614_DF_NRG	23
FBTI0062389	139
FBGN0026393	1412
FBGN0034512	1530
FBGN0243516	5242
FBGN0264876	715
FBTI0018921	6993
FBGN0024232	7033
FBTI0061239	69
FBGN0033498	1268
FBGN0034177	1482
FBGN0082941	71
FBGN0085260	1494
FBGN0034804	1770
FBTI0018897	902
FBTI0061843	1142
FBGN0001122	6415
FBGN0262227	96
FBGN0050001	1327
FBGN0028434	950
FBGN0264299	2959
FBTI0063034	74
FBGN0033454	2523
FBGN0053182	6742
FBGN0002643	8869
FBTI0064142	733
FBTI0061640	202
FBGN0053399	135
FBTI0063252	1561
FBGN0034882	938
FBGN0266046	1231
FBTI0061520	44
FBGN0033750	1910
FBGN0033439	1123
FBGN0034135	3712
FBGN0054040	980
FBGN0264877	1003
FBGN0260775	1472
FBTI0018963	5029
FBGN0265651	901
FBGN0040092	1039
FBGN0026533	4138
FBGN0086519	421
FBGN0011660	3040
FBGN0033069	1048
FBGN0040063	1249
FBGN0034854	5084
FBGN0262117	3382
RR48354_TRANSPOSABLE_ELEMENT	1419
FBTI0061532	37
FBTI0063184	863
FBGN0063374	76
FBGN0263566	60
FBGN0263551	109
FBGN0287608	2905
FBTI0061269	230
FBGN0033304	1649
FBTI0061097	36
FBGN0034691	4764
FBGN0034422	1270
FBTI0019276	1735
FBTI0019005	1899
FBGN0259210	4379
FBTI0148144	1288
FBGN0029092	3022
FBTI0061935	669
FBGN0264834	1001
FBGN0040778	966
FBGN0035031	975
FBGN0033232	1045
RR48320_TRANSPOSABLE_ELEMENT	5249
FBTI0019031	8304
FBGN0035077	1165
FBGN0000289	5429
FBGN0010548	3593
FBGN0034059	981
FBGN0033088	1332
FBGN0034442	1718
FBGN0266624	3670
FBGN0033741	2949
FBTI0063073	81
FBGN0034009	4211
FBGN0033980	1801
FBGN0010482	9515
FBTI0061131	1109
FBGN0013548	2653
RR48339_TRANSPOSABLE_ELEMENT	6127
FBGN0033320	2651
FBGN0034131	657
FBTI0061510	1342
FBTI0063720	8550
FBGN0033636	12968
FBGN0033717	2342
FBGN0265643	301
FBGN0053558	8677
FBGN0266378	400
FBGN0053013	2636
FBGN0034396	3221
FBTI0018947	8425
FBGN0004003	1319
FBGN0033715	835
FBGN0034704	2392
FBTI0018936	1656
FBTI0060934	253
FBGN0035007	1515
FBGN0011910	83
FBGN0034563	766
FBGN0050297	74
FBTI0061067	118
FBTI0060128	627
FBTI0064285	101
FBTI0061731	278
FBGN0040735	383
FBTI0060907	1556
FBGN0033132	1116
FBGN0050037	1387
FBGN0260456	2070
FBTI0019987	2574
FBGN0083005	136
FBGN0050052	780
FBGN0033816	2159
FBGN0011892	73
FBTI0061618	243
FBGN0034329	361
FBGN0033872	3924
FBGN0011897	73
FBTI0061717	333
FBGN0286039	172
FBGN0261016	5621
FBTI0061095	109
FBTI0019922	441
FBTI0063127	179
FBGN0034232	692
FBGN0015037	1680
FBGN0050058	1761
FBGN0043792	3771
FBGN0265536	559
FBGN0034641	5346
FBGN0035023	4686
FBGN0050279	507
FBGN0050457	646
FBTI0060874	4089
FBGN0266626	1256
FBTI0064136	145
FBGN0265938	601
FBGN0011211	2252
FBGN0265623	6721
FBGN0263271	1047
FBGN0034859	3990
FBGN0050103	2022
FBGN0050161	846
FBGN0034066	921
FBTI0062576	4767
FBGN0033086	996
FBGN0063375	77
FBGN0085227	532
FBGN0265646	556
FBGN0083003	136
FBGN0053471	1226
FBTI0060640	206
FBTI0061453	51
FBGN0050373	720
FBGN0027538	1867
FBGN0286740	103
FBGN0034272	1905
FBGN0034413	777
FBTI0063847	286
FBGN0033373	1864
FBGN0034117	1878
FBGN0034505	695
FBTI0063202	71
FBGN0033358	1203
FBGN0266808	6039
FBTR0472806_DF_NRG	24
FBGN0043471	937
FBGN0034985	5579
FBGN0033412	1493
FBTI0018900	1659
FBGN0034904	614
FBTI0063863	53
FBTI0060274	903
FBGN0033224	3991
FBTI0063087	301
FBGN0034277	2201
FBGN0053362	135
FBGN0004181	1529
FBTI0061658	1466
FBGN0034535	752
FBGN0027529	4552
FBGN0085217	806
FBGN0034436	3896
FBTI0061836	123
FBGN0263529	105
FBGN0050158	3657
FBTI0061772	128
FBGN0265652	246
FBGN0263334	605
FBGN0000581	10946
FBTI0063137	405
FBGN0265186	1917
FBGN0033749	2564
FBGN0050016	446
FBGN0034140	2008
FBGN0033720	2736
FBTI0061181	119
FBTI0061259	331
FBGN0262570	8272
FBGN0001276	727
FBGN0033524	2833
FBGN0034457	1704
FBGN0266791	562
FBGN0041243	1527
FBTI0061533	72
FBGN0034611	2814
RR49755_TRANSPOSABLE_ELEMENT	4706
FBTR0304390_DF_NRG	21
FBTR0309578_DF_NRG	22
FBTI0060408	33
FBTI0060991	54
FBGN0263083	242
FBTR0304328_DF_NRG	22
FBGN0027561	4122
FBGN0050441	406
FBGN0034996	1882
FBGN0033945	688
FBGN0034451	1166
FBGN0050461	2251
