Symbol	GSM6160812	GSM6160813	GSM6160814	GSM6160821	GSM6160822	GSM6160823
MIR200CHG	0	0	0	0	0	0
MIR200C	0	0	0	0	0	0
MIR141	0	0	0	0	0	0
PHB2	9965	10124	10246	10168	9939	9976
SCARNA12	98	97	91	58	84	66
EMG1	2735	2853	2783	2622	2659	2686
LPCAT3	1860	1876	1895	1926	2053	1946
C1S	5860	5539	5678	6574	6874	6725
C1R	3025	3100	2953	3759	3797	3595
C1RL	2117	1910	1923	1752	1690	1704
C1RL-AS1	504	496	350	334	358	433
RBP5	186	202	150	190	166	164
CLSTN3	1387	1426	1322	1009	1036	966
PEX5	1641	1769	1583	1646	1598	1674
ACSM4	3	2	2	2	1	0
CD163L1	69	42	69	71	53	56
LOC101927882	0	0	0	0	0	0
CD163	0	2	0	2	2	4
APOBEC1	0	0	0	0	0	0
GDF3	0	0	0	0	0	0
DPPA3	0	1	0	0	0	0
CLEC4C	0	0	0	0	0	1
NANOGNB	0	0	0	0	0	0
NANOG	2	4	0	3	2	6
SLC2A14	46	34	57	141	124	120
SLC2A3	2033	2016	1983	4109	4062	4108
FOXJ2	1261	1162	1266	1407	1398	1447
C3AR1	0	0	0	2	0	0
NECAP1	1117	1152	1114	908	1005	981
CLEC4A	7	3	8	7	3	3
POU5F1P3	0	0	1	3	0	3
ZNF705A	0	1	0	0	1	0
FAM66C	89	121	91	137	94	106
FAM90A1	10	7	13	8	11	2
FAM86FP	321	278	288	231	186	204
LINC02449	49	52	52	52	44	49
LOC112268090	3	2	2	1	3	0
LOC107987171	0	0	0	0	0	1
LINC00937	1	3	1	4	6	8
LOC101927966	0	0	0	0	0	0
CLEC6A	0	0	0	0	0	0
CLEC4D	0	0	0	0	0	0
CLEC4E	12	10	4	36	29	23
LOC105369645	0	0	0	0	0	2
AICDA	16	26	49	23	29	19
MFAP5	16	6	6	8	12	14
RIMKLB	2505	2233	2172	2109	2127	2071
A2ML1	2	2	0	0	0	2
PHC1	2189	2186	2204	2150	2168	2191
M6PR	5161	5428	5286	5202	5420	5236
KLRG1	93	111	95	34	50	42
LINC00612	2	4	0	2	7	6
A2M-AS1	59	50	51	18	15	19
A2M	16	5	6	2	4	2
PZP	0	0	0	0	2	0
A2MP1	0	0	0	0	0	0
MIR1244-3	45	38	38	33	35	37
LINC00987	290	321	310	306	252	224
LOC642846	525	567	511	431	479	464
LOC107984489	36	41	31	19	16	23
LOC105369649	2	0	12	3	0	0
LINC02367	17	16	22	8	5	8
LOC101928030	0	0	0	0	0	0
LOC728715	105	96	121	41	50	62
LOC105369647	11	12	11	8	7	11
LOC107987172	45	78	36	25	40	40
DDX12P	723	774	661	557	583	629
LOC105376678	2	5	1	2	5	10
LOC408186	100	94	98	34	50	52
KLRB1	2	0	1	0	0	0
LOC107987174	2	1	2	0	1	0
LOC374443	192	210	204	130	149	191
LOC105369728	8	2	8	3	3	1
CLEC2D	147	157	140	93	81	85
LINC02390	1	0	2	0	2	0
CLECL1P	0	0	0	0	0	0
CD69	0	0	0	0	0	0
KLRF1	0	0	0	0	0	0
CLEC2B	126	142	143	84	92	85
KLRF2	0	0	0	0	0	0
CLEC2A	0	0	0	0	0	0
LINC02470	0	0	0	0	0	0
CLEC12A-AS1	1	2	2	2	1	1
CLEC12A	0	0	0	0	0	0
CLEC1B	0	0	0	0	0	0
CLEC12B	0	0	0	0	0	1
LOC102724020	0	0	0	0	0	0
LOC112268091	0	0	0	0	0	0
CLEC9A	0	0	0	0	0	0
CLEC1A	0	0	0	0	0	0
LOC105369655	0	0	0	0	0	0
CLEC7A	0	0	0	2	2	2
OLR1	38	64	73	206	204	223
TMEM52B	4	2	4	13	13	12
LOC107984509	0	0	0	0	0	0
GABARAPL1	1343	1483	1502	2437	2419	2454
KLRD1	0	0	0	2	0	0
LOC105369656	0	0	0	0	0	0
LINC02617	0	1	0	0	0	0
KLRK1-AS1	21	12	15	2	5	1
KLRC4-KLRK1	8	5	9	1	2	1
KLRK1	6	5	6	1	1	0
KLRC4	7	1	5	2	1	1
KLRC3	54	75	82	22	25	25
KLRC2	154	161	192	68	69	61
KLRC1	6	4	5	1	3	2
LOC105369657	0	0	0	0	0	0
EIF2S3B	592	492	484	496	514	548
LOC105369658	0	0	0	0	0	0
LINC02446	2	4	0	0	0	0
LOC105376675	4	4	8	0	3	2
KLRA1P	27	35	18	24	32	25
MAGOHB	1140	1122	1167	910	1065	1105
STYK1	43	54	39	54	44	74
YBX3	6595	6636	6747	6660	6375	6363
LOC112268104	1	4	5	6	1	3
LINC02366	0	0	0	0	0	0
TAS2R7	0	0	0	0	0	0
TAS2R8	0	0	0	0	0	0
TAS2R9	0	0	0	0	0	0
LOC107984459	59	47	69	38	59	44
TAS2R10	0	1	1	6	7	2
PRH1-PRR4	193	183	161	152	138	158
PRR4	50	46	36	30	23	35
PRH1	146	145	140	123	118	128
TAS2R13	0	1	0	0	1	2
PRH2	16	15	11	9	5	11
PRH1-TAS2R14	151	134	130	130	114	125
TAS2R14	33	14	11	25	8	18
TAS2R50	0	2	0	0	0	0
TAS2R20	32	42	24	17	23	15
TAS2R19	3	3	1	6	2	6
TAS2R31	9	1	6	8	10	3
TAS2R46	1	5	0	0	2	0
TAS2R43	0	0	0	0	0	0
TAS2R30	0	0	2	0	0	1
SMIM10L1	1155	1189	1147	1099	1039	1118
TAS2R42	0	0	0	0	0	0
PRB3	0	0	2	1	1	0
LOC107987183	2	12	2	4	7	10
PRB4	0	0	1	0	0	0
PRB1	0	0	0	0	0	0
PRB2	0	0	0	0	0	0
LOC440084	0	0	0	0	0	0
LINC01252	10	3	0	8	3	1
ETV6	911	879	856	1036	1114	1071
BCL2L14	4	9	5	1	1	9
MIR1244-4	2	3	2	0	1	3
LRP6	5143	4714	4351	4410	4912	4946
MANSC1	1336	1339	1535	556	626	515
LOH12CR2	16	19	27	6	13	24
BORCS5	583	486	492	397	418	411
LOC107984485	212	188	187	138	163	147
DUSP16	3285	2984	3067	2292	2274	2176
LOC107984486	0	0	0	0	0	0
CREBL2	3239	3041	2741	2961	3238	3216
GPR19	308	257	259	222	197	192
CDKN1B	1677	1683	1553	1212	1195	1102
LOC105369663	337	381	374	205	227	200
APOLD1	75	78	72	75	69	49
LOC107984129	11	15	5	2	9	6
MIR613	1	0	0	0	0	1
DDX47	2498	2630	2637	2681	2770	2649
LOC107984492	6	1	4	4	0	3
LOC112267864	23	32	15	31	31	27
RPL13AP20	75	87	74	89	81	112
GPRC5A	9269	9488	9597	10106	10191	10057
MIR614	99	98	111	114	101	89
GPRC5D-AS1	168	144	139	103	119	93
GPRC5D	20	4	19	10	18	20
HEBP1	1922	2015	2002	1938	1918	1936
HTR7P1	190	180	213	199	162	164
FAM234B	343	301	323	296	274	323
GSG1	1	6	4	0	13	2
LOC105369666	0	0	0	2	0	0
EMP1	743	678	700	612	666	705
LINC01559	63	89	49	11	16	10
GRIN2B	102	108	88	70	95	83
LOC105369668	0	1	0	0	0	0
LOC105369667	10	15	3	0	8	10
ATF7IP	1148	1072	998	854	911	986
PLBD1	176	142	155	60	95	80
LOC101928317	9	6	5	5	5	6
PLBD1-AS1	4	4	5	2	2	1
C12orf60	76	75	104	78	95	76
GUCY2C	8	7	2	0	3	2
LOC105369669	19	8	13	20	10	10
H4C16	3	0	5	0	5	0
H2AJ	2511	2705	2944	3221	2941	2689
WBP11	4400	4741	4448	4394	4565	4667
SMCO3	2	7	9	12	15	6
ART4	0	0	0	0	0	0
MGP	0	0	1	0	0	2
ERP27	0	0	0	0	2	0
ARHGDIB	37	40	43	27	20	31
LOC105369670	0	0	0	0	0	0
PDE6H	0	0	0	0	0	0
LINC01489	0	0	0	0	2	0
LOC107984506	0	0	0	0	0	0
RERG	112	138	135	86	63	69
RERG-AS1	0	0	0	0	0	0
PTPRO	4	16	8	10	8	7
LOC105369673	0	0	0	0	0	0
LOC105369672	0	0	0	0	0	0
EPS8	6251	6251	6119	5635	5761	5914
LOC102724146	688	648	720	752	755	799
STRAP	8926	8578	8796	8134	8534	9398
DERA	2241	2291	2254	1966	2280	2199
LOC101928362	0	0	0	1	0	0
SLC15A5	0	0	0	2	0	0
MGST1	27531	28082	29485	26307	26554	26905
LOC107984494	45	52	40	33	23	16
LMO3	15	21	12	11	11	11
LOC105369677	0	0	0	0	0	0
SKP1P2	3	0	1	0	2	0
LINC02378	0	1	0	2	0	2
MIR3974	0	0	0	0	0	0
RERGL	2	2	0	0	0	0
PIK3C2G	2	0	0	0	0	0
PLCZ1	0	0	0	2	0	0
CAPZA3	0	0	0	0	0	0
LOC102724227	4	0	0	0	0	1
LOC107984527	0	0	0	0	0	0
PLEKHA5	1364	1379	1312	1436	1485	1603
LOC112268092	23	13	22	12	1	6
AEBP2	1576	1421	1326	1718	1613	1725
LOC101928387	12	5	16	9	14	9
LOC105369682	0	0	0	0	0	0
LINC02398	0	0	0	0	0	0
LOC105369685	0	0	0	0	0	0
LINC02468	0	0	0	0	0	0
LOC105369686	0	0	0	0	0	0
LOC105369687	0	0	4	2	0	2
LOC105369688	0	0	0	0	0	0
PDE3A	2331	1942	1929	1526	1638	1538
SLCO1C1	687	667	699	458	497	448
SLCO1B3	934	940	848	730	819	812
SLCO1B3-SLCO1B7	616	595	587	481	555	562
SLCO1B7	63	100	72	69	39	75
SLCO1B1	51	58	67	65	74	83
SLCO1A2	22	8	22	12	6	13
IAPP	0	0	6	0	0	2
PYROXD1	1857	1817	1767	1726	1675	1831
RECQL	3797	3627	3282	3459	3490	3685
GOLT1B	3063	3050	2862	3074	3145	3367
SPX	944	943	952	606	687	725
GYS2	445	454	458	299	342	345
LDHB	41621	42765	43352	37714	39644	39823
LOC105369689	38	39	25	29	29	33
LOC102724261	2	2	1	2	3	2
KCNJ8	17	22	24	8	10	9
ABCC9	5	5	2	6	0	6
CMAS	2544	2472	2508	2519	2597	2546
LOC105369690	20	24	17	13	21	21
SULT6B2P	0	1	0	0	0	0
ST8SIA1	3	4	6	8	14	14
LOC112268093	0	0	0	0	0	2
LOC105369151	10	8	2	12	11	8
C2CD5	1922	1813	1591	1349	1492	1495
C2CD5-AS1	0	0	0	0	0	0
ETNK1-DT	10	7	4	9	0	1
ETNK1	4209	3868	3758	3145	3350	3468
LINC02955	0	1	0	2	0	0
LOC101928441	0	0	0	0	0	0
SOX5	0	0	0	0	0	0
LOC105369697	0	0	0	0	0	0
LOC105369696	0	0	0	0	0	0
MIR920	0	0	0	0	0	0
SOX5-AS1	0	0	0	0	0	0
LINC00477	0	0	0	0	0	0
LOC105369698	0	0	0	0	0	0
BCAT1	390	349	313	413	423	552
LOC105369699	4	3	4	6	7	6
LOC107984475	0	0	0	2	0	0
LINC02909	0	0	0	0	0	0
LOC645177	0	0	0	0	4	0
IRAG2	3	0	4	1	2	2
DNAI7	8	20	33	16	20	26
ETFRF1	861	822	762	747	641	730
KRAS	2669	2566	2421	2779	2803	2945
LOC105369701	0	0	0	0	0	0
LMNTD1	0	0	0	2	0	0
MIR4302	0	0	0	0	0	0
RASSF8-AS1	93	92	74	87	97	69
RASSF8	975	831	796	1361	1393	1404
LOC107984501	0	1	0	0	0	0
BHLHE41	22	13	33	47	40	34
SSPN	50	46	47	36	35	43
LOC101928554	0	0	0	0	0	0
LOC105369705	0	0	2	0	0	0
LOC105369704	0	0	0	0	0	0
LOC107984482	0	0	0	0	0	0
ITPR2	830	807	648	601	669	721
LOC105369706	0	0	1	0	0	0
INTS13	2040	1944	2019	1617	1702	1727
FGFR1OP2	937	968	1014	910	1013	1000
TM7SF3	5967	5739	5628	4460	4947	5094
MED21	1277	1153	1180	1241	1204	1271
C12orf71	0	2	0	2	0	0
STK38L	1026	996	908	2775	2747	2818
BMAL2	1545	1338	1281	1817	1704	1809
BMAL2-AS1	46	31	30	45	39	46
SMCO2	6	2	6	7	3	6
PPFIBP1	1915	1746	1670	1748	1642	1692
MRPS35-DT	3	4	3	1	2	0
REP15	17	5	10	12	9	8
MRPS35	6189	6104	6298	5968	6138	6176
MANSC4	0	4	3	4	2	6
KLHL42	2291	2135	2038	2160	2349	2569
LOC105369709	0	0	0	0	0	0
PTHLH	386	369	374	1015	948	870
LOC105369710	5	6	0	0	1	0
LOC107984462	0	0	0	0	0	0
LOC729291	95	72	72	72	104	82
CCDC91	1452	1394	1403	1280	1402	1446
LOC101928705	52	54	53	49	74	85
LOC105369711	0	0	0	0	0	0
LOC101928735	0	0	0	0	0	0
FAR2	172	151	137	103	134	124
LOC100506606	2	8	6	3	7	7
ERGIC2	3209	3069	3107	2750	3007	2975
OVCH1-AS1	0	1	0	0	0	1
OVCH1	0	0	0	0	0	0
TMTC1	1	4	0	28	20	21
LOC105369714	0	0	0	0	0	0
LOC105369715	0	0	0	0	0	0
LOC105369716	0	0	0	0	0	0
LINC02386	0	0	0	0	0	0
LOC105369718	0	0	0	0	0	0
LOC105369719	4	0	0	0	0	0
LOC105369720	2	5	14	2	2	2
IPO8	4019	3751	3646	3090	3427	3373
CAPRIN2	1045	1062	983	3011	3106	3057
LOC645485	0	0	0	2	2	1
LINC00941	298	264	261	847	938	941
LOC107984476	0	0	0	0	0	0
TSPAN11	8	3	4	13	7	6
DDX11-AS1	46	41	46	43	44	56
DDX11	2275	2292	2181	2400	2442	2407
OVOS2	24	11	16	14	6	17
SINHCAF	1993	1855	1830	2385	2363	2433
FLJ13224	8	6	6	17	10	8
LINC02387	0	0	0	0	0	0
DENND5B	3378	2992	2829	2366	2564	2483
DENND5B-AS1	48	40	39	30	39	26
ETFBKMT	209	204	186	160	202	159
AMN1	353	347	327	209	287	271
LOC105369722	0	0	2	1	0	1
LOC105369724	2	1	2	4	0	2
LOC107984470	0	0	0	0	0	0
H3-5	202	222	207	245	245	241
LOC107984532	0	0	0	0	0	0
LINC02422	0	0	0	0	0	0
LOC105369725	34	28	26	27	26	21
RESF1	1661	1531	1424	1373	1452	1369
LOC102724618	0	0	0	0	1	1
LOC107984473	0	0	0	0	0	0
BICD1	999	1049	962	1312	1506	1441
FGD4	735	628	691	1020	1248	1484
DNM1L	5378	5025	4943	5957	6491	6542
YARS2	1627	1634	1684	1680	1739	1742
PKP2	746	651	693	384	394	408
SYT10	0	1	0	0	0	0
LOC105369726	0	0	0	0	0	0
ALG10	649	540	576	535	544	572
LOC107984469	2	0	10	6	8	4
ALG10B	813	753	676	687	702	698
CPNE8	1073	1062	1012	666	779	767
CPNE8-AS1	41	58	50	31	16	29
LOC107984484	0	0	0	0	0	0
LINC02406	0	0	0	2	0	0
KIF21A	2841	2619	2321	3051	3306	3275
LOC101927019	10	6	10	3	7	7
ABCD2	0	0	2	0	0	0
C12orf40	25	16	14	24	25	23
SLC2A13	1261	1172	1043	1427	1523	1721
LOC112268095	0	0	0	0	0	0
LINC02555	0	0	0	0	0	0
LINC02471	0	0	0	0	0	0
LRRK2-DT	0	0	0	2	0	0
LOC105369735	0	0	0	0	0	0
LRRK2	1550	1544	1393	904	997	928
LOC105369736	0	8	5	0	0	0
MUC19	6	8	3	2	4	0
CNTN1	18162	16396	16049	13177	14218	14479
LOC107984496	0	0	0	0	2	0
PDZRN4	0	0	0	2	0	0
LOC107984499	0	0	0	0	0	0
LOC107984498	0	0	0	0	0	0
LINC02400	0	0	0	0	0	0
LOC105378247	3	4	5	1	1	3
GXYLT1	1515	1517	1358	1614	1910	1820
YAF2	1168	1076	1160	1349	1525	1475
ZCRB1	3033	3043	3197	2742	2902	2959
MIR7851	0	2	3	0	0	0
PPHLN1	2693	2478	2450	2298	2496	2475
PRICKLE1	157	171	168	151	170	149
LINC02402	0	0	0	0	0	0
LINC02451	0	0	0	0	0	0
LINC02450	5	6	4	0	7	4
LINC02461	0	2	0	0	0	0
ADAMTS20	0	0	0	0	0	0
PUS7L	1444	1240	1259	1233	1412	1328
IRAK4	855	863	820	743	796	736
TWF1	7677	7190	7232	6863	7212	6977
TMEM117	216	184	166	139	193	195
NELL2	2	2	12	3	4	1
DBX2	0	0	0	0	0	0
LOC105369742	0	0	0	0	0	0
RACGAP1P1	17	17	12	7	11	11
PLEKHA8P1	184	196	145	204	168	189
ANO6	6732	5912	5781	7352	7685	8146
LOC105369743	6	1	4	0	0	1
LOC105369744	0	0	0	0	0	0
LINC00938	157	187	171	139	143	148
ARID2	1729	1587	1590	2084	2243	2227
LOC105369745	21	19	12	27	17	26
SCAF11	6059	5790	5345	6134	6852	6769
SLC38A1	14455	13232	12113	13740	14339	15230
LOC105378248	19	21	4	17	17	18
SLC38A2	17305	17222	15795	13936	14768	15357
SLC38A2-AS1	5	4	3	1	3	5
SLC38A4-AS1	111	130	127	113	101	56
SLC38A4	1	0	4	3	3	4
LOC107984466	1	1	1	4	0	4
AMIGO2	20732	21016	19995	45113	48337	47203
PCED1B	4439	4602	4585	9818	10122	9557
MIR4698	0	0	0	0	0	0
PCED1B-AS1	13	14	5	11	9	9
LOC105369746	23	8	21	37	28	33
LOC105369747	61	73	70	123	105	97
LINC02416	0	0	0	0	0	0
MIR4494	0	0	0	0	0	0
LINC02156	0	0	0	0	0	2
RPAP3	2891	2738	2777	2595	2892	2765
RPAP3-DT	37	33	40	40	35	32
ENDOU	3	0	1	1	2	0
RAPGEF3	53	53	70	66	57	40
SLC48A1	2722	2906	2715	2415	2468	2332
HDAC7	3002	3198	2991	3972	4201	3960
LINC02354	0	0	0	6	4	3
VDR	389	397	419	1466	1459	1549
TMEM106C	3991	4217	4398	3362	3525	3617
COL2A1	0	2	4	0	0	0
LOC105369752	0	0	2	0	0	0
LOC105369750	0	0	0	0	0	0
SENP1	1573	1536	1477	1617	1616	1648
PFKM	2239	2193	2253	1779	1949	1988
MIR6505	0	0	0	0	0	0
ASB8	989	848	856	799	835	795
CCDC184	216	211	199	137	107	143
LOC102725258	1	0	0	2	2	0
OR10AD1	0	0	0	5	1	0
LOC105369753	0	0	0	0	0	0
H1-7	0	1	0	2	0	0
ZNF641	644	537	617	1025	1054	1024
C12orf54	0	0	0	0	0	4
ANP32D	0	0	0	0	0	0
OR8S1	0	0	0	0	0	0
LALBA	0	0	0	0	0	0
KANSL2	1085	1147	1124	909	974	1013
SNORA2C	3	5	3	2	0	0
MIR1291	1	4	2	1	0	1
SNORA2A	1	3	4	2	2	2
SNORA2B	1	4	2	3	2	3
CCNT1	1914	1937	1656	2114	2345	2263
TEX49	485	506	468	312	304	285
ADCY6	1983	1914	1824	1259	1250	1133
MIR4701	2	1	2	0	0	1
ADCY6-DT	34	34	32	16	20	23
LOC101927241	5	8	6	0	10	4
CACNB3	846	844	823	933	889	857
DDX23	7308	7156	7070	5590	5821	5749
LOC105369755	105	110	97	93	84	86
RND1	1755	1594	1757	5296	4793	4952
CCDC65	58	58	55	63	63	74
FKBP11	738	661	720	780	701	712
ARF3	9725	9677	9488	9760	9956	9369
WNT10B	57	69	86	90	86	88
WNT1	0	0	0	1	9	0
LOC105369757	0	0	0	0	0	0
LOC105369756	0	0	0	0	0	0
DDN	47	38	31	15	24	15
DDN-AS1	105	122	99	79	74	96
PRKAG1	2481	2559	2526	2411	2517	2692
KMT2D	3452	3055	2790	3886	3880	4032
RHEBL1	76	115	83	107	87	75
DHH	3	0	0	2	0	1
LOC105369759	0	0	0	0	0	2
LMBR1L	444	432	471	703	613	607
TUBA1B	74257	75991	79976	73452	75679	73928
TUBA1B-AS1	12	3	2	5	14	7
TUBA1A	13701	14957	15294	18039	18199	17681
TUBA1C	31605	32606	33662	33183	32915	33083
TROAP-AS1	70	94	87	65	51	59
PRPH	34	33	28	34	19	26
TROAP	1287	1485	1455	1318	1331	1242
C1QL4	93	76	76	106	118	106
DNAJC22	3547	3456	3205	5109	4985	5277
SPATS2	2932	2750	2848	3027	3075	3233
LOC100335030	7	17	14	12	12	12
KCNH3	231	200	216	189	193	189
LOC105369761	8	10	8	1	8	7
MCRS1	2727	2825	3132	2934	2769	2866
FAM186B	17	24	30	12	17	16
PRPF40B	411	445	368	354	329	334
FMNL3	363	418	351	368	328	351
TMBIM6	33732	33709	32883	33867	35382	34852
NCKAP5L	818	827	859	937	981	880
BCDIN3D-AS1	174	213	199	171	163	177
BCDIN3D	249	295	263	285	269	252
FAIM2	37	28	19	11	14	10
LINC02396	0	0	0	0	0	0
LINC02395	4	9	0	0	0	0
LOC105369763	2	0	4	0	0	2
AQP2	8	11	11	0	3	1
AQP5-AS1	19	24	14	6	3	6
AQP5	0	2	0	4	0	0
LOC105369764	6	12	7	0	0	0
AQP6	39	33	33	1	6	8
LOC102723963	5	2	8	1	2	4
RACGAP1	4980	4763	4972	3814	4182	4196
ASIC1	592	648	671	451	452	474
SMARCD1	3891	3727	3857	4264	4276	4233
GPD1	29	25	36	43	39	38
COX14	1284	1352	1340	1272	1104	1216
CERS5	1331	1335	1446	1323	1422	1455
LIMA1	516	524	505	217	272	317
MIR1293	0	0	0	0	0	0
LOC107984505	4	8	7	9	5	13
FAM186A	2	2	1	0	4	0
LARP4	4747	4289	4207	4340	4570	4648
SNORD133	3	6	5	10	10	7
DIP2B	4137	3885	3763	4722	4610	5006
ATF1	1408	1307	1454	1482	1399	1477
TMPRSS12	0	0	0	0	0	0
METTL7A	27	24	19	15	19	17
HIGD1C	1	2	0	3	0	2
SLC11A2	2345	2177	2209	2168	2052	2188
LETMD1	1314	1387	1349	1106	1142	1061
CSRNP2	694	703	651	1036	1056	1079
TFCP2	1948	1923	1898	1730	1670	1848
POU6F1	191	152	168	152	162	138
DAZAP2	10343	10805	10742	11043	11761	11011
SMAGP	697	723	795	519	596	576
LOC102723983	138	158	139	88	108	107
BIN2	47	26	30	4	10	6
LOC105369767	0	1	0	0	0	0
CELA1	0	0	0	0	0	0
GALNT6	489	446	435	514	579	574
SLC4A8	186	142	131	145	174	133
SLC4A8-AS1	0	0	0	0	0	0
LOC105369768	0	0	0	0	0	0
SCN8A	217	260	268	195	177	187
FIGNL2	9	17	15	61	61	45
FIGNL2-DT	1	0	0	0	0	0
ANKRD33	0	0	0	0	0	2
ACVRL1	22	12	8	8	10	8
ACVR1B	1687	1586	1626	1190	1210	1192
TAMALIN-AS1	7	3	4	1	1	4
TAMALIN	19	12	8	6	6	2
NR4A1	1334	1508	1369	797	814	682
LOC107984510	0	1	0	0	1	0
ATG101	1355	1531	1549	1657	1643	1584
SMIM41	1	0	0	0	1	0
OR7E47P	1	0	0	0	1	0
LOC112268096	0	0	0	0	0	0
LOC105369771	0	0	0	0	0	0
KRT80	4158	4124	4064	8883	8876	8342
LINC02874	15	3	4	4	4	10
LINC00592	14	4	13	16	7	12
KRT7	47784	48908	50064	68041	67361	65287
KRT7-AS	6618	7157	7009	11200	11012	10100
KRT87P	7513	7014	7910	7205	6295	5499
KRT86	2667	2506	2621	2533	2526	2325
KRT81	90020	96146	97767	99648	100075	91692
KRT83	2084	2029	1815	1485	1190	1383
KRT85	364	3231	2114	4656	4644	2554
KRT84	0	0	0	0	2	0
KRT82	3	45	7	12	0	15
KRT75	1	0	0	4	2	6
KRT6B	0	0	0	0	0	4
KRT6C	0	1	0	2	1	0
KRT6A	2	5	27	70	32	24
KRT5	2	2	4	0	2	2
KRT71	0	0	0	0	0	2
KRT74	0	0	0	0	0	0
KRT72	0	0	0	0	0	0
KRT73	2	0	0	0	1	0
KRT73-AS1	0	0	0	0	0	0
LOC105369772	0	0	0	0	0	0
KRT2	0	0	0	0	0	1
KRT1	0	0	0	0	0	0
KRT77	0	0	0	0	0	0
KRT76	0	0	0	0	0	0
KRT3	7	6	7	4	7	6
KRT4	47	63	92	14	16	20
KRT79	3	2	0	9	1	5
KRT78	28	17	38	21	46	38
KRT8	227059	236332	241369	218872	218835	210357
MIR9898	6862	7317	7339	7053	7147	6406
KRT18	142221	148387	151442	118543	118437	119615
EIF4B	27896	26641	25929	22613	22702	23216
TNS2-AS1	261	211	217	169	167	198
TNS2	3261	3358	3496	1767	1827	1775
MIR6757	2	2	0	0	1	3
SPRYD3	1406	1395	1497	1700	1849	1704
IGFBP6	1236	1520	1506	1447	1445	1357
SOAT2	1	7	4	4	2	6
CSAD	439	488	459	361	379	365
ZNF740	1360	1224	1199	1632	1691	1662
ITGB7	20	18	24	7	19	13
RARG	752	739	805	833	827	750
MFSD5	1891	1872	2013	1826	1866	1677
ESPL1	2120	2020	2007	1912	1999	1836
PFDN5	3538	3640	3692	3185	3214	3390
MYG1-AS1	647	724	718	629	635	666
MYG1	1717	1781	1871	1703	1570	1630
AAAS	3384	3461	3474	3000	3158	2953
SP7	6	5	0	0	3	4
SP1	4416	3976	3961	3604	4051	3771
AMHR2	9	12	15	37	28	31
PRR13	5118	5470	5499	6272	5877	6017
PCBP2	20676	20778	21520	19329	20499	19909
PCBP2-OT1	1286	1347	1383	1454	1471	1366
MAP3K12	2216	2257	2227	1495	1452	1407
TARBP2	1203	1326	1340	1046	1112	964
ATF7-NPFF	279	251	254	239	216	251
NPFF	30	29	33	9	10	10
ATF7	1445	1483	1517	1148	1267	1281
LOC100652999	286	279	258	229	247	270
ATP5MC2	6750	7200	7483	7786	7119	7271
CALCOCO1	1536	1601	1488	1212	1264	1229
LOC105369774	2	0	2	0	0	0
CISTR	0	0	0	0	0	0
LOC105378250	0	0	0	0	0	0
LOC107984525	2	0	2	0	0	0
HOXC13-AS	30	51	46	29	40	19
HOXC13	292	296	319	205	193	201
LOC105369775	0	0	0	0	0	0
HOXC12	0	0	0	0	0	0
HOTAIR	25	28	24	6	6	20
HOXC11	42	49	44	33	35	27
HOXC-AS3	12	22	8	11	3	10
HOXC10	177	184	204	121	121	95
MIR196A2	0	0	0	0	0	0
HOXC-AS2	10	6	6	20	14	4
HOXC-AS1	41	39	40	59	49	52
HOXC9	394	328	426	430	493	479
LOC107984512	0	3	2	2	4	0
HOXC8	183	223	264	368	320	379
HOXC4	210	181	222	245	244	206
HOXC5	68	53	72	58	64	64
HOXC6	222	195	246	207	223	205
MIR615	1	0	0	0	0	0
FLJ12825	9	14	6	8	6	13
LOC100240735	0	0	2	2	0	0
LOC100240734	0	0	0	0	0	0
SMUG1	767	703	703	783	781	811
LINC02381	61	62	61	89	113	128
SMUG1-AS1	5	2	3	2	6	4
LOC102724030	18	4	5	5	13	13
LOC105369777	0	0	0	0	4	0
CBX5	11450	10134	9761	9245	9471	9617
MIR3198-2	301	320	333	195	192	169
SCAT2	49	38	43	55	46	49
HNRNPA1	38253	37439	38559	38129	37319	37457
NFE2	36	26	24	10	8	8
COPZ1	9330	9109	9811	8478	8747	8390
MIR148B	0	0	2	0	0	0
GPR84-AS1	28	30	28	90	98	89
GPR84	4	2	2	8	2	4
ZNF385A	992	1029	1107	1244	1347	995
ITGA5	2000	2109	2070	5775	5849	5934
GTSF1	0	0	0	0	2	0
NCKAP1L	6	8	0	6	0	6
PDE1B	0	2	2	2	0	0
PPP1R1A	1	0	0	2	4	0
GLYCAM1	0	0	0	0	0	0
LACRT	0	0	0	0	0	0
DCD	0	0	0	0	0	0
MUCL1	0	0	0	0	0	0
TESPA1	0	0	0	0	0	0
LOC107984515	0	0	0	0	0	0
NEUROD4	0	0	0	0	0	0
LOC101927484	0	0	0	0	0	0
OR9K2	0	0	0	0	0	0
OR10A7	0	0	0	0	0	0
OR6C74	0	0	0	0	0	0
OR6C6	0	0	0	0	0	0
OR6C1	0	0	0	0	0	0
OR6C3	0	0	0	0	0	0
OR6C75	0	0	0	0	0	0
OR6C65	0	0	0	0	0	0
OR6C76	0	0	0	0	0	0
OR6C2	0	0	0	0	0	0
OR6C70	0	0	0	0	0	0
OR6C68	0	0	0	0	0	0
OR6C4	0	0	0	0	0	0
OR2AP1	0	0	0	0	0	0
OR10P1	0	0	0	0	0	0
METTL7B	770	850	868	539	577	603
ITGA7	153	134	150	255	267	282
BLOC1S1-RDH5	552	583	587	570	530	511
BLOC1S1	706	715	786	729	669	692
